zone_name,season,month,latitude,longitude,rainfall_mm,temperature_deg_c,humidity_pct,river_discharge_m3_s,water_level_m,elevation_m,land_cover,soil_type,population_density,infrastructure,historical_floods,flood_occurred,distance_to_phagwara_km,infrastructure_risk_score,infrastructure_risk_label
Industrial Belt,Monsoon,7,31.209816,75.78797,202.42,30.4,74.39,3539.12,6.27,247.31,Industrial,Clay Loam,5488.79,1,1,1,2.2701339303906316,68.18,Medium
Canal Edge,Winter,3,31.234278,75.791462,57.09,16.6,63.71,3017.61,3.22,241.18,Agricultural,Alluvial,3887.64,1,0,1,2.2728381889045313,35.96,Low
Canal Edge,Pre-Monsoon,5,31.23735,75.788993,87.68,32.67,57.38,3005.13,5.66,240.63,Agricultural,Alluvial,2749.84,0,0,1,2.2794420707698095,33.72,Low
Industrial Belt,Monsoon,8,31.205957,75.782219,188.79,27.88,76.79,3265.03,5.49,245.54,Industrial,Clay Loam,6177.81,1,0,1,2.2813173049028226,51.86,Medium
Canal Edge,Monsoon,9,31.233391,75.792223,186.96,33.22,98.49,3682.98,5.78,243.19,Agricultural,Alluvial,4677.86,1,1,1,2.2890314262335485,65.48,Medium
Industrial Belt,Monsoon,9,31.206491,75.783518,200.25,34.87,85.29,3710.75,6.51,246.18,Industrial,Clay Loam,5626.16,1,1,1,2.291989327635167,69.3,Medium
Canal Edge,Winter,1,31.239778,75.786317,85.77,25.42,47.13,2925.04,3.68,243.49,Agricultural,Alluvial,2965.6,1,1,1,2.2923170941131166,50.96,Medium
College District,Post-Monsoon,10,31.243677,75.763448,22.53,32.35,53.76,1944.14,2.52,250.66,Mixed Use,Loam,5233.05,0,0,0,2.296930315354709,23.57,Low
Industrial Belt,Post-Monsoon,10,31.208524,75.786936,27.87,28.33,49.29,2114.17,2.57,245.85,Industrial,Clay Loam,5645.68,1,1,0,2.3056278912616475,46.99,Medium
Canal Edge,Winter,12,31.236113,75.790586,101.66,17.84,58.08,2717.58,3.91,238.15,Agricultural,Alluvial,3760.61,0,0,0,2.313743128422225,30.87,Low
Canal Edge,Monsoon,7,31.234113,75.792124,196.47,30.96,88.66,3640.32,6.78,240.38,Agricultural,Alluvial,2236.54,0,0,1,2.318509418289937,42.83,Medium
Canal Edge,Monsoon,8,31.234345,75.792002,195.92,25.69,84.88,3645.55,6.41,249.37,Agricultural,Alluvial,3906.39,1,1,1,2.321046118648314,66.26,Medium
Industrial Belt,Post-Monsoon,11,31.208012,75.78659,96.4,29.75,44.88,2381.12,5.13,245.41,Industrial,Clay Loam,4904.57,1,1,1,2.3270627372020094,56.24,Medium
Canal Edge,Winter,2,31.234697,75.791838,55.56,15.99,67.69,2754.46,3.62,241.98,Agricultural,Alluvial,3664.24,1,0,1,2.3272712516830256,35.83,Low
Industrial Belt,Winter,3,31.213188,75.791758,45.15,23.78,60.36,2081.22,3.06,252.16,Industrial,Clay Loam,5932.64,1,0,0,2.327510455241481,35.35,Low
Industrial Belt,Winter,1,31.21107,75.790053,44.03,18.81,66.38,2183.09,3.34,243.14,Industrial,Clay Loam,6146.68,1,0,0,2.3279081533111405,36.54,Low
Peri-Urban Farms,Winter,2,31.240292,75.755332,7.29,13.95,58.5,1503.98,2.19,254.18,Agricultural,Sandy Loam,1797.28,0,0,0,2.333408130510132,16.03,Low
Canal Edge,Post-Monsoon,11,31.239663,75.787233,101.6,30.43,61.94,2819.8,4.71,241.63,Agricultural,Alluvial,3049.06,1,0,1,2.3397837080642807,40.06,Medium
Industrial Belt,Winter,1,31.209027,75.788101,9.98,14.35,68.17,2479.17,3.63,237.36,Industrial,Clay Loam,6323.7,1,1,0,2.3406849337688302,50.57,Medium
Industrial Belt,Monsoon,6,31.20853,75.78761,201.6,30.59,98.64,3992.58,6.23,244.22,Industrial,Clay Loam,5157.26,1,1,1,2.3482832185604607,68.79,Medium
Peri-Urban Farms,Monsoon,6,31.239358,75.753775,222.57,29.56,83.74,3248.2,5.93,252.18,Agricultural,Sandy Loam,2039.26,0,0,1,2.3530137395413067,40.77,Medium
Canal Edge,Post-Monsoon,10,31.233287,75.793114,63.19,26.89,74.48,2430.25,4.51,241.93,Agricultural,Alluvial,3072.5,0,1,1,2.3596547045972347,42.66,Medium
College District,Pre-Monsoon,5,31.244023,75.762448,116.54,39.42,51.27,2576.59,4.96,245.93,Mixed Use,Loam,5808.82,0,0,1,2.363828893358345,36.62,Low
Peri-Urban Farms,Monsoon,7,31.239922,75.754308,215.79,29.94,82.87,3795.81,6.13,249.58,Agricultural,Sandy Loam,2721.75,1,0,1,2.3650134948964587,51.32,Medium
Industrial Belt,Post-Monsoon,10,31.212557,75.791783,77.15,30.47,55.88,2533.65,3.85,242.16,Industrial,Clay Loam,4668.8,1,0,1,2.3665257051414454,38.28,Low
Peri-Urban Farms,Post-Monsoon,10,31.236481,75.750608,78.78,24.45,59.49,2129.01,4.64,247.95,Agricultural,Sandy Loam,800.0,1,1,1,2.368973496406081,47.76,Medium
Peri-Urban Farms,Winter,3,31.235168,75.749558,33.26,17.88,64.98,2317.69,3.28,256.47,Agricultural,Sandy Loam,1723.52,1,0,0,2.37096629350782,30.01,Low
Canal Edge,Monsoon,7,31.232659,75.793663,213.68,29.14,95.77,3999.53,6.76,248.28,Agricultural,Alluvial,2125.72,1,1,1,2.3775801666752594,66.44,Medium
Canal Edge,Monsoon,7,31.239057,75.788603,232.04,33.72,77.68,3909.72,6.11,245.93,Agricultural,Alluvial,4442.27,1,1,1,2.3808496843608404,68.8,Medium
Peri-Urban Farms,Post-Monsoon,10,31.230131,75.746753,93.88,30.23,52.25,2572.47,3.18,249.99,Agricultural,Sandy Loam,2424.67,0,0,0,2.3859759960294324,26.47,Low
Industrial Belt,Monsoon,6,31.211543,75.791272,177.11,34.88,85.49,3459.61,5.74,242.88,Industrial,Clay Loam,5289.77,1,1,1,2.3892613747562903,65.15,Medium
Industrial Belt,Monsoon,6,31.211968,75.791691,212.17,35.6,80.15,3990.85,6.63,255.45,Industrial,Clay Loam,4624.89,1,0,1,2.395118033032893,55.52,Medium
Canal Edge,Pre-Monsoon,4,31.233076,75.793669,68.4,36.76,50.92,2452.03,4.4,242.82,Agricultural,Alluvial,2066.08,1,0,1,2.397245823877301,35.3,Low
Canal Edge,Winter,3,31.235104,75.792431,11.8,17.51,68.47,1823.11,3.61,244.1,Agricultural,Alluvial,2743.7,1,1,0,2.3988823243706103,43.85,Medium
Canal Edge,Monsoon,6,31.234685,75.79281,229.19,31.01,83.89,4039.32,6.83,242.66,Agricultural,Alluvial,2412.38,1,1,1,2.4065134250782507,67.89,Medium
Canal Edge,Winter,3,31.235475,75.792316,22.68,14.25,57.66,2228.63,3.85,244.07,Agricultural,Alluvial,3211.82,1,0,0,2.4110857512312287,32.71,Low
Canal Edge,Winter,1,31.239189,75.789015,13.25,15.85,62.06,2081.21,3.32,246.99,Agricultural,Alluvial,3627.86,1,1,0,2.4190820287036017,45.15,Medium
Industrial Belt,Pre-Monsoon,5,31.21347,75.793061,114.81,39.95,52.86,2733.57,5.22,243.93,Industrial,Clay Loam,4868.12,1,0,1,2.419114563908363,44.26,Medium
Peri-Urban Farms,Winter,3,31.234971,75.748816,96.73,14.34,66.84,2611.49,4.45,256.33,Agricultural,Sandy Loam,2590.29,1,1,1,2.420233929887265,51.99,Medium
Canal Edge,Winter,12,31.231942,75.794523,89.67,16.62,71.17,2471.77,4.56,242.83,Agricultural,Alluvial,3851.24,1,1,1,2.4223891371928143,53.3,Medium
Industrial Belt,Post-Monsoon,10,31.206829,75.786514,46.0,25.84,69.51,1863.06,4.03,243.12,Industrial,Clay Loam,5262.49,1,0,0,2.4245850477566795,36.2,Low
Industrial Belt,Monsoon,7,31.204649,75.782553,179.61,29.9,86.13,3662.07,6.32,245.6,Industrial,Clay Loam,4534.43,0,1,1,2.4247004984544813,58.15,Medium
Industrial Belt,Winter,12,31.206781,75.786453,77.58,18.79,65.91,2812.55,4.35,244.24,Industrial,Clay Loam,6362.29,1,0,0,2.4252258281775223,42.62,Medium
Industrial Belt,Monsoon,9,31.20498,75.783296,203.91,34.5,74.64,3313.7,5.72,244.88,Industrial,Clay Loam,5442.89,1,0,1,2.4259161612299893,52.27,Medium
Canal Edge,Winter,1,31.224858,75.79634,9.18,16.19,75.15,2241.98,1.24,244.36,Agricultural,Alluvial,4346.81,0,1,0,2.4304105248721015,33.39,Low
Industrial Belt,Post-Monsoon,11,31.205713,75.784888,27.46,31.22,58.28,2205.72,3.01,249.76,Industrial,Clay Loam,4830.23,1,0,0,2.4350932687344824,33.13,Low
Peri-Urban Farms,Pre-Monsoon,4,31.241979,75.756113,65.08,35.92,45.67,2220.3,3.72,253.7,Agricultural,Sandy Loam,995.43,0,1,0,2.4385852255672327,37.38,Low
Canal Edge,Pre-Monsoon,4,31.240296,75.787993,71.81,33.27,44.33,2647.79,3.89,243.32,Agricultural,Alluvial,1924.65,1,0,1,2.4404365535345627,34.57,Low
Canal Edge,Post-Monsoon,11,31.236286,75.792149,77.03,25.2,71.2,2567.73,4.06,246.48,Agricultural,Alluvial,3852.84,0,0,0,2.4468029242668234,29.73,Low
Canal Edge,Post-Monsoon,11,31.228842,75.795942,45.0,30.31,64.28,2578.62,2.99,236.81,Agricultural,Alluvial,3531.09,0,1,1,2.450520350168989,39.14,Low
Industrial Belt,Monsoon,6,31.207891,75.788387,175.79,31.52,73.8,3282.52,6.25,239.44,Industrial,Clay Loam,5265.81,1,0,1,2.4506418218715535,51.81,Medium
Canal Edge,Monsoon,8,31.240865,75.787413,235.13,32.92,83.04,3883.7,6.2,238.3,Agricultural,Alluvial,3306.93,1,1,1,2.451888633937875,67.52,Medium
Industrial Belt,Monsoon,8,31.205946,75.785645,191.98,34.61,88.33,3154.13,6.12,249.77,Industrial,Clay Loam,5282.2,1,0,1,2.4541909016656187,51.98,Medium
Peri-Urban Farms,Winter,12,31.238242,75.751063,82.2,21.09,60.17,2206.72,4.63,253.9,Agricultural,Sandy Loam,2013.58,0,0,1,2.4555200430090216,27.81,Low
College District,Winter,1,31.236713,75.749599,22.48,15.37,70.53,1900.59,2.61,248.25,Mixed Use,Loam,5589.68,0,0,0,2.4620881227707083,24.17,Low
Peri-Urban Farms,Winter,3,31.239637,75.752256,72.97,14.67,52.93,2663.27,4.03,251.21,Agricultural,Sandy Loam,1807.23,0,1,0,2.476292671060243,40.84,Medium
Peri-Urban Farms,Winter,3,31.237506,75.750047,14.44,21.25,56.47,2028.5,3.36,251.49,Agricultural,Sandy Loam,905.07,1,0,0,2.4797176925616156,27.35,Low
Canal Edge,Monsoon,8,31.234168,75.794022,215.24,30.24,86.61,4034.4,6.61,243.11,Agricultural,Alluvial,2978.99,0,0,1,2.48065643886927,45.45,Medium
Peri-Urban Farms,Winter,1,31.24279,75.756676,0.0,14.39,57.18,1264.64,3.32,253.29,Agricultural,Sandy Loam,1780.53,0,1,0,2.483696359367502,31.72,Low
Peri-Urban Farms,Winter,3,31.239545,75.75203,54.4,19.38,62.28,1767.91,3.9,250.02,Agricultural,Sandy Loam,2153.56,0,1,0,2.484510906477366,37.7,Low
Canal Edge,Post-Monsoon,10,31.233112,75.794717,76.62,30.38,58.4,2249.97,4.46,244.54,Agricultural,Alluvial,3473.98,1,1,1,2.4896125318204283,51.29,Medium
Industrial Belt,Monsoon,7,31.208248,75.789408,170.06,30.07,73.54,2957.6,5.86,240.07,Industrial,Clay Loam,5607.71,0,1,1,2.489817709924619,56.2,Medium
Peri-Urban Farms,Monsoon,9,31.239695,75.752097,196.67,34.88,76.44,3602.83,5.67,252.79,Agricultural,Sandy Loam,1940.84,0,0,1,2.4915921262923635,39.65,Low
Industrial Belt,Monsoon,8,31.206084,75.786556,174.53,34.39,85.73,3388.32,6.37,248.05,Industrial,Clay Loam,5897.47,1,0,1,2.492746307279811,53.2,Medium
Canal Edge,Winter,12,31.233651,75.794553,71.48,17.37,62.8,3226.22,3.89,243.04,Agricultural,Alluvial,2612.36,1,1,1,2.5005008604558148,51.06,Medium
Peri-Urban Farms,Post-Monsoon,10,31.241994,75.754976,53.6,27.71,58.99,2380.66,3.96,248.48,Agricultural,Sandy Loam,2295.52,0,1,0,2.5033929820130028,39.64,Low
College District,Post-Monsoon,11,31.244671,75.760289,50.66,27.63,52.26,2291.79,2.75,247.12,Mixed Use,Loam,5966.75,0,1,0,2.506366305160653,41.49,Medium
Canal Edge,Monsoon,9,31.237845,75.791609,192.6,32.86,82.82,3374.59,6.3,242.6,Agricultural,Alluvial,3707.54,0,1,1,2.506924195990827,56.83,Medium
Canal Edge,Winter,1,31.238752,75.790779,16.78,20.21,74.89,2283.7,4.02,245.7,Agricultural,Alluvial,3544.36,0,1,0,2.50983644872205,39.43,Low
Canal Edge,Monsoon,8,31.240779,75.788458,228.44,29.33,78.84,3923.22,7.32,250.01,Agricultural,Alluvial,2120.14,1,0,1,2.509928546408523,54.31,Medium
Canal Edge,Monsoon,6,31.236806,75.792545,236.95,31.95,85.51,4230.41,6.68,242.11,Agricultural,Alluvial,3088.4,0,1,1,2.510463648230012,61.38,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.238476,75.75052,83.98,39.41,57.57,2784.86,4.41,247.35,Agricultural,Sandy Loam,3106.38,1,0,1,2.5117918104668853,38.45,Low
Industrial Belt,Monsoon,6,31.202437,75.778674,196.17,38.15,90.17,3278.73,6.38,241.4,Industrial,Clay Loam,4520.03,1,0,1,2.511903918357736,52.08,Medium
Industrial Belt,Winter,3,31.205864,75.786672,37.95,15.05,69.57,2210.59,3.88,246.77,Industrial,Clay Loam,4475.85,1,1,0,2.5189353467511295,49.26,Medium
Canal Edge,Monsoon,7,31.234491,75.794389,178.63,30.55,76.52,3617.73,6.4,247.17,Agricultural,Alluvial,3341.65,1,0,1,2.528133983507994,50.51,Medium
Industrial Belt,Winter,1,31.20252,75.77953,58.57,19.17,72.96,2147.84,3.42,245.61,Industrial,Clay Loam,5353.74,1,1,1,2.5286415362287946,50.25,Medium
Peri-Urban Farms,Monsoon,9,31.237312,75.749117,220.48,34.84,76.82,3368.31,5.84,256.57,Agricultural,Sandy Loam,2528.65,0,1,1,2.538004374553194,55.45,Medium
Canal Edge,Post-Monsoon,11,31.232865,75.79541,88.55,29.54,62.73,2701.67,4.47,242.47,Agricultural,Alluvial,4216.76,1,1,1,2.539157424022972,54.16,Medium
Canal Edge,Winter,2,31.235709,75.793752,35.79,17.08,68.43,2436.26,4.16,246.02,Agricultural,Alluvial,2532.95,0,0,1,2.541200314837727,25.71,Low
Canal Edge,Monsoon,8,31.23779,75.792124,262.26,30.09,86.65,4648.83,7.19,248.35,Agricultural,Alluvial,3103.46,0,1,1,2.5420546323413795,65.0,Medium
Canal Edge,Winter,12,31.233977,75.794878,36.69,14.94,59.54,2304.45,2.62,241.27,Agricultural,Alluvial,2746.03,0,0,0,2.5440405669599064,22.0,Low
Industrial Belt,Monsoon,9,31.204927,75.78571,209.31,32.25,87.44,4028.97,6.69,238.38,Industrial,Clay Loam,6312.26,0,0,1,2.5511442769738557,50.0,Medium
Canal Edge,Monsoon,6,31.230563,75.796554,215.53,29.68,79.12,3826.42,6.47,238.12,Agricultural,Alluvial,2883.83,1,0,1,2.555239364957259,52.44,Medium
Peri-Urban Farms,Post-Monsoon,11,31.240777,75.752432,36.31,28.65,62.9,1663.59,3.21,250.94,Agricultural,Sandy Loam,2468.24,1,0,0,2.5554146689144246,29.3,Low
Canal Edge,Pre-Monsoon,4,31.235331,75.794254,64.25,36.29,60.82,2724.8,4.37,238.15,Agricultural,Alluvial,2748.15,0,1,1,2.5613756233435736,42.71,Medium
Canal Edge,Post-Monsoon,10,31.234626,75.794745,56.95,34.7,69.41,2840.64,4.37,248.49,Agricultural,Alluvial,2588.45,0,1,1,2.565090703462202,42.42,Medium
Canal Edge,Winter,1,31.23526,75.794364,66.55,15.15,45.81,2489.91,4.52,240.76,Agricultural,Alluvial,3620.77,1,1,0,2.566627171846485,51.78,Medium
Peri-Urban Farms,Monsoon,6,31.242933,75.755286,164.53,29.35,73.91,3203.43,4.54,248.46,Agricultural,Sandy Loam,800.0,1,0,1,2.570575580557944,40.67,Medium
Industrial Belt,Winter,2,31.205994,75.787771,58.81,16.94,68.08,2451.4,4.29,242.08,Industrial,Clay Loam,5426.78,1,1,1,2.5716449097912477,53.26,Medium
Canal Edge,Post-Monsoon,10,31.236926,75.793364,84.49,27.57,75.84,3070.02,4.76,243.32,Agricultural,Alluvial,3042.83,0,1,1,2.5823773039100573,45.99,Medium
Canal Edge,Pre-Monsoon,5,31.237815,75.792685,86.76,39.19,46.52,2452.67,4.48,242.11,Agricultural,Alluvial,2873.55,0,1,1,2.586448417019409,43.55,Medium
Peri-Urban Farms,Monsoon,8,31.243323,75.755638,220.26,32.2,84.73,3450.28,6.46,256.17,Agricultural,Sandy Loam,1764.76,0,1,1,2.5874139881264444,56.07,Medium
Industrial Belt,Winter,12,31.202495,75.781424,32.5,15.12,50.43,1973.01,2.92,246.04,Industrial,Clay Loam,5790.71,1,1,0,2.595925398753024,47.89,Medium
Peri-Urban Farms,Winter,12,31.237335,75.748342,59.64,15.21,53.95,2729.46,3.25,256.01,Agricultural,Sandy Loam,1876.97,1,0,0,2.599675079412363,32.57,Low
Peri-Urban Farms,Winter,2,31.237702,75.748439,35.09,16.52,69.92,2212.64,3.8,250.84,Agricultural,Sandy Loam,2581.64,1,1,0,2.615659753399809,46.28,Medium
Peri-Urban Farms,Winter,1,31.241517,75.752359,66.14,21.36,57.26,2191.06,4.77,252.34,Agricultural,Sandy Loam,2985.19,1,1,1,2.6207226962174315,50.66,Medium
Canal Edge,Winter,2,31.23559,75.794819,66.71,22.34,72.5,2549.31,4.55,247.97,Agricultural,Alluvial,4398.89,0,0,1,2.6223124363972365,31.1,Low
Canal Edge,Winter,1,31.235408,75.794957,27.78,15.21,78.17,2544.42,3.47,242.13,Agricultural,Alluvial,2569.25,1,0,0,2.6239064090058783,31.99,Low
Canal Edge,Winter,1,31.240131,75.790957,126.1,18.52,54.73,2895.23,5.39,246.69,Agricultural,Alluvial,2311.62,0,1,1,2.624953026382981,48.09,Medium
Canal Edge,Winter,12,31.235212,75.795105,37.12,18.3,79.57,2758.65,3.84,243.62,Agricultural,Alluvial,3614.47,1,0,1,2.625818230798453,35.38,Low
Canal Edge,Winter,3,31.241155,75.789799,70.32,18.73,57.44,2609.36,3.56,236.0,Agricultural,Alluvial,3581.42,1,1,1,2.627141555488916,49.93,Medium
Canal Edge,Pre-Monsoon,4,31.228195,75.798086,78.02,36.31,57.62,2524.77,4.01,246.19,Agricultural,Alluvial,3674.72,1,1,1,2.6361131180196438,51.29,Medium
Canal Edge,Pre-Monsoon,5,31.237199,75.7939,88.91,33.88,56.96,2835.35,4.44,241.87,Agricultural,Alluvial,2632.59,0,1,1,2.6416125273351487,44.24,Medium
Peri-Urban Farms,Monsoon,6,31.240462,75.750725,158.4,32.81,82.25,3112.61,5.26,251.12,Agricultural,Sandy Loam,1235.65,1,0,1,2.6446042267413103,42.46,Medium
Peri-Urban Farms,Post-Monsoon,10,31.233376,75.745238,9.03,29.39,52.52,1563.92,2.79,256.3,Agricultural,Sandy Loam,2189.78,0,0,0,2.644686109617845,18.27,Low
Canal Edge,Monsoon,9,31.23306,75.796579,238.02,31.58,69.5,3744.12,7.29,242.07,Agricultural,Alluvial,1348.9,0,0,1,2.650108852561097,45.16,Medium
Canal Edge,Monsoon,9,31.238309,75.7931,191.27,26.28,82.09,3876.86,6.52,242.07,Agricultural,Alluvial,2453.29,1,1,1,2.6508950276285357,64.88,Medium
Canal Edge,Monsoon,6,31.239508,75.792006,166.39,30.41,79.58,3668.82,5.97,242.93,Agricultural,Alluvial,2616.97,0,0,1,2.6531006328925595,39.99,Low
Canal Edge,Pre-Monsoon,4,31.242809,75.78797,110.79,40.21,52.66,3055.61,4.7,239.04,Agricultural,Alluvial,3767.18,1,0,1,2.653164210740522,42.14,Medium
Peri-Urban Farms,Pre-Monsoon,5,31.245251,75.757932,5.58,39.13,49.34,1783.72,2.02,248.16,Agricultural,Sandy Loam,1489.33,1,1,0,2.66094486295459,37.86,Low
Canal Edge,Monsoon,8,31.237219,75.794188,186.88,29.67,66.52,3305.29,5.84,242.26,Agricultural,Alluvial,2485.5,1,1,1,2.665649497303422,61.55,Medium
Canal Edge,Post-Monsoon,10,31.235058,75.795679,84.12,27.16,68.94,2370.45,4.44,240.03,Agricultural,Alluvial,2659.76,0,1,1,2.6660379900316338,42.8,Medium
Canal Edge,Winter,1,31.235573,75.795383,91.09,17.5,68.64,2817.49,4.96,239.6,Agricultural,Alluvial,2460.37,1,1,1,2.6682338952515416,53.31,Medium
Peri-Urban Farms,Post-Monsoon,11,31.241847,75.751988,89.8,27.55,60.22,2631.21,3.91,253.99,Agricultural,Sandy Loam,800.0,1,0,1,2.671593283047212,33.9,Low
Peri-Urban Farms,Post-Monsoon,10,31.241151,75.751054,27.15,29.85,57.34,1833.93,3.36,248.0,Agricultural,Sandy Loam,2300.83,1,1,0,2.6761575474420085,43.42,Medium
Peri-Urban Farms,Winter,1,31.240833,75.750677,59.55,20.2,44.02,2056.49,3.63,254.57,Agricultural,Sandy Loam,1464.76,1,1,0,2.676581708448289,45.11,Medium
Canal Edge,Monsoon,8,31.241093,75.790717,168.88,35.09,87.13,3322.4,5.46,240.21,Agricultural,Alluvial,2326.13,0,1,1,2.6830164547073663,51.56,Medium
Peri-Urban Farms,Post-Monsoon,10,31.237824,75.747621,61.2,28.68,68.74,2581.78,3.62,254.86,Agricultural,Sandy Loam,1083.98,0,1,1,2.6869987795995818,38.04,Low
Peri-Urban Farms,Winter,1,31.241234,75.750887,45.79,18.02,69.0,2479.56,3.44,257.0,Agricultural,Sandy Loam,1951.09,1,1,0,2.693877552750647,45.77,Medium
Peri-Urban Farms,Winter,1,31.237075,75.746931,43.42,17.48,66.94,2163.39,2.19,250.87,Agricultural,Sandy Loam,2076.32,0,0,0,2.695250467551946,19.99,Low
Canal Edge,Winter,12,31.237808,75.794238,50.03,18.65,66.26,1734.72,3.98,244.25,Agricultural,Alluvial,3389.85,0,0,0,2.7062241240735783,25.32,Low
Industrial Belt,Winter,1,31.204593,75.788008,0.0,15.88,61.04,2322.47,3.19,242.05,Industrial,Clay Loam,6247.93,1,0,0,2.708271774926375,34.49,Low
Industrial Belt,Winter,3,31.207032,75.791272,13.62,19.18,50.12,2145.05,3.44,245.53,Industrial,Clay Loam,5257.22,1,0,0,2.711077676027278,33.91,Low
Canal Edge,Monsoon,6,31.244482,75.786357,195.9,29.35,85.51,3774.01,6.84,239.51,Agricultural,Alluvial,3481.28,1,1,1,2.7156563480717493,67.04,Medium
Peri-Urban Farms,Monsoon,7,31.240793,75.750044,204.79,31.83,87.91,3448.46,6.4,254.64,Agricultural,Sandy Loam,1905.77,0,0,1,2.7168707538896055,41.35,Medium
Peri-Urban Farms,Post-Monsoon,11,31.23497,75.745266,60.35,25.43,58.79,2110.48,3.51,249.38,Agricultural,Sandy Loam,1613.39,1,1,1,2.71704325262198,45.22,Medium
Canal Edge,Monsoon,7,31.243614,75.787988,193.93,32.8,87.43,3675.24,6.28,243.51,Agricultural,Alluvial,3249.1,0,1,1,2.7253041650536893,57.01,Medium
Peri-Urban Farms,Post-Monsoon,11,31.243889,75.754017,75.66,26.79,61.98,2449.18,3.25,252.88,Agricultural,Sandy Loam,1770.25,1,0,0,2.727126741245825,32.48,Low
Industrial Belt,Winter,2,31.200473,75.779063,81.4,15.91,64.69,2319.75,4.02,243.08,Industrial,Clay Loam,4928.19,1,1,1,2.7315541469461215,52.7,Medium
Peri-Urban Farms,Pre-Monsoon,4,31.243681,75.753582,101.84,36.09,44.47,2462.55,4.87,251.54,Agricultural,Sandy Loam,1348.57,1,1,1,2.7329771271610896,51.12,Medium
Peri-Urban Farms,Winter,3,31.245032,75.755787,71.33,21.8,57.43,2285.45,4.03,253.7,Agricultural,Sandy Loam,1460.46,0,0,0,2.739845980941422,25.26,Low
Peri-Urban Farms,Winter,1,31.239975,75.74884,54.3,14.51,58.48,1995.52,4.39,255.17,Agricultural,Sandy Loam,1526.45,1,0,1,2.7413396268997725,32.6,Low
Canal Edge,Winter,1,31.231517,75.798423,81.39,18.19,74.37,2768.23,4.51,242.42,Agricultural,Alluvial,1788.14,0,1,1,2.7563046307378127,42.67,Medium
Canal Edge,Monsoon,7,31.243158,75.789205,221.32,29.45,88.07,3798.84,5.46,240.3,Agricultural,Alluvial,3801.34,0,0,1,2.7568592155670233,43.52,Medium
Canal Edge,Winter,1,31.239977,75.793186,66.39,14.68,74.89,2627.7,3.39,241.82,Agricultural,Alluvial,3282.78,1,1,1,2.772456505180769,48.95,Medium
Industrial Belt,Post-Monsoon,10,31.207244,75.792411,44.8,31.81,61.87,1922.33,4.65,243.9,Industrial,Clay Loam,5649.82,1,0,0,2.773987239776675,38.33,Low
Peri-Urban Farms,Winter,2,31.245323,75.755569,0.0,18.69,67.8,1747.97,2.14,257.0,Agricultural,Sandy Loam,1104.58,0,0,0,2.7782627787259053,15.23,Low
Canal Edge,Post-Monsoon,10,31.236783,75.795954,57.75,27.02,75.59,1859.05,3.58,251.56,Agricultural,Alluvial,3484.07,1,1,1,2.78218201116971,47.2,Medium
Canal Edge,Post-Monsoon,11,31.23714,75.795749,0.0,29.36,82.88,1709.99,2.96,241.97,Agricultural,Alluvial,2799.32,0,1,0,2.7860518692697274,33.48,Low
Peri-Urban Farms,Monsoon,7,31.244762,75.75425,202.16,32.32,74.96,3161.15,6.38,249.8,Agricultural,Sandy Loam,800.0,0,0,1,2.7938821414349393,38.86,Low
Peri-Urban Farms,Pre-Monsoon,5,31.240097,75.74818,76.82,31.8,42.58,2575.73,3.27,250.86,Agricultural,Sandy Loam,2020.01,1,0,1,2.7980893476385638,33.27,Low
Canal Edge,Winter,3,31.236279,75.796658,44.46,10.84,64.35,2386.88,4.18,236.0,Agricultural,Alluvial,3855.21,1,1,1,2.81230495437773,49.91,Medium
Industrial Belt,Monsoon,8,31.202903,75.787125,174.27,29.75,75.9,3012.95,6.23,246.41,Industrial,Clay Loam,6034.83,1,1,1,2.8130695962357097,66.04,Medium
Peri-Urban Farms,Post-Monsoon,10,31.237774,75.745976,53.44,30.13,57.75,2120.38,3.37,246.58,Agricultural,Sandy Loam,1695.6,1,0,0,2.813677187971426,30.68,Low
Peri-Urban Farms,Winter,12,31.240824,75.748516,47.81,15.2,67.04,2047.32,3.54,256.84,Agricultural,Sandy Loam,1690.68,0,1,0,2.826445720953763,36.6,Low
Peri-Urban Farms,Pre-Monsoon,4,31.240465,75.748151,70.92,37.29,50.03,2350.74,4.11,252.52,Agricultural,Sandy Loam,1615.17,1,0,0,2.826537312664457,33.83,Low
Canal Edge,Winter,3,31.240315,75.793653,37.89,12.79,66.31,2262.09,3.5,248.91,Agricultural,Alluvial,2108.19,1,1,0,2.8306253355636772,45.17,Medium
Industrial Belt,Winter,3,31.201945,75.785771,62.94,15.29,74.46,2205.14,4.02,238.26,Industrial,Clay Loam,4073.44,1,0,0,2.8357168376527957,36.27,Low
Industrial Belt,Post-Monsoon,11,31.204095,75.789477,59.42,32.14,63.14,2056.3,3.14,249.83,Industrial,Clay Loam,5341.29,0,0,0,2.8378771654903248,27.36,Low
Peri-Urban Farms,Winter,2,31.242214,75.749806,40.78,16.61,73.65,1761.57,4.11,251.92,Agricultural,Sandy Loam,2006.39,0,1,0,2.8436272625516428,37.3,Low
Canal Edge,Monsoon,8,31.233676,75.798573,207.91,30.8,85.72,3169.5,7.38,241.48,Agricultural,Alluvial,3477.4,0,1,1,2.851515503390423,59.32,Medium
