asset_name,asset_type,latitude,longitude,rainfall_mm,water_level_m,soil_type,building_age_years,floors,building_height_m,distance_to_river_km,construction_material,foundation_type,drainage_quality,soil_bearing_capacity_kpa,maintenance_score,occupancy_load,building_vulnerability_score,building_condition
Phagwara Bus Stand,Transport,31.2247,75.771,59.04,2.97,Loam,11.8,2,24.63,1.99,RCC,Isolated Footing,Good,159.02,70.11,657,26.96,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,71.21,3.13,Loam,10.0,2,10.72,3.21,Steel,Raft Foundation,Good,230.44,100.0,491,15.66,Good
Phagwara Bus Stand,Transport,31.2247,75.771,37.78,2.81,Loam,15.2,5,17.04,1.43,RCC,Isolated Footing,Moderate,164.43,65.29,620,43.85,Major Repair
Phagwara Bus Stand,Transport,31.2247,75.771,2.32,2.85,Loam,13.0,1,12.53,2.85,Steel,Pile Foundation,Good,184.07,60.22,390,35.99,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,78.96,3.66,Loam,15.4,4,13.21,2.15,Steel,Raft Foundation,Moderate,189.91,73.11,692,20.72,Good
Phagwara Bus Stand,Transport,31.2247,75.771,50.76,2.95,Loam,7.4,1,11.11,2.66,RCC,Raft Foundation,Good,235.75,88.21,308,11.14,Good
Phagwara Bus Stand,Transport,31.2247,75.771,0.49,3.21,Loam,21.0,2,16.76,2.09,RCC,Isolated Footing,Moderate,172.32,90.1,717,29.06,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,130.24,3.94,Loam,17.2,2,10.61,1.85,Steel,Strip Footing,Poor,157.84,54.85,562,45.97,Major Repair
Phagwara Bus Stand,Transport,31.2247,75.771,52.11,3.79,Loam,22.9,1,8.72,1.72,Brick Masonry,Pile Foundation,Good,192.34,75.45,703,29.42,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,81.88,4.31,Loam,27.0,1,14.07,2.07,RCC,Isolated Footing,Moderate,142.99,82.18,849,39.92,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,34.92,3.08,Loam,0.0,1,12.49,2.47,RCC,Raft Foundation,Good,209.88,85.64,352,21.66,Good
Phagwara Bus Stand,Transport,31.2247,75.771,139.5,3.3,Loam,25.6,4,12.58,1.42,RCC,Raft Foundation,Moderate,173.97,73.13,485,35.7,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,111.86,4.62,Loam,17.5,4,15.3,0.76,Steel,Raft Foundation,Moderate,163.95,45.85,655,48.84,Major Repair
Phagwara Bus Stand,Transport,31.2247,75.771,53.92,3.36,Loam,22.4,2,12.81,1.57,Brick Masonry,Isolated Footing,Good,214.5,63.05,664,36.88,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,83.16,4.56,Loam,34.9,4,15.52,1.01,Brick Masonry,Isolated Footing,Poor,155.54,46.29,872,65.37,Unsafe
Phagwara Bus Stand,Transport,31.2247,75.771,69.39,2.66,Loam,20.4,4,10.29,1.78,RCC,Raft Foundation,Good,181.36,74.93,646,26.07,Minor Repair
Phagwara Bus Stand,Transport,31.2247,75.771,64.69,3.78,Loam,8.4,3,12.96,1.12,Steel,Isolated Footing,Moderate,212.95,64.97,751,35.93,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,14.83,2.92,Loam,0.0,1,5.28,2.89,RCC,Pile Foundation,Good,216.35,66.54,299,18.71,Good
Warehouse Ring,Logistics,31.214,75.7808,46.62,3.71,Loam,10.4,3,13.02,0.96,Steel,Isolated Footing,Moderate,126.71,49.24,420,57.21,Major Repair
Warehouse Ring,Logistics,31.214,75.7808,6.55,3.28,Loam,10.8,2,12.81,1.22,RCC,Strip Footing,Moderate,168.17,59.73,557,36.66,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,16.17,3.59,Loam,16.5,1,11.96,1.82,RCC,Raft Foundation,Good,183.25,45.22,411,21.23,Good
Warehouse Ring,Logistics,31.214,75.7808,89.23,4.3,Loam,25.3,5,11.08,0.75,RCC,Pile Foundation,Moderate,148.49,50.2,600,59.01,Major Repair
Warehouse Ring,Logistics,31.214,75.7808,22.6,3.46,Loam,12.9,4,4.0,1.65,Steel,Isolated Footing,Good,163.83,79.19,642,24.14,Good
Warehouse Ring,Logistics,31.214,75.7808,79.04,4.9,Loam,21.8,1,10.04,0.88,Steel,Raft Foundation,Good,110.66,62.94,482,41.79,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,9.36,4.2,Loam,10.7,3,20.94,1.68,RCC,Strip Footing,Good,154.9,67.07,523,31.37,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,88.98,4.48,Loam,22.1,3,13.72,1.31,RCC,Strip Footing,Poor,141.06,29.26,484,55.66,Major Repair
Warehouse Ring,Logistics,31.214,75.7808,46.97,2.95,Loam,10.2,1,5.34,1.97,RCC,Raft Foundation,Good,176.86,68.95,503,5.68,Good
Warehouse Ring,Logistics,31.214,75.7808,49.7,4.87,Loam,13.9,3,8.23,1.24,RCC,Pile Foundation,Good,148.19,51.79,725,36.69,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,40.04,3.78,Loam,11.7,1,11.25,1.04,RCC,Raft Foundation,Moderate,150.57,66.23,519,28.83,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,37.84,3.64,Loam,5.4,1,11.85,2.9,RCC,Raft Foundation,Good,207.66,96.96,466,23.48,Good
Warehouse Ring,Logistics,31.214,75.7808,11.4,2.52,Loam,0.0,1,4.92,2.45,RCC,Raft Foundation,Good,230.28,78.47,380,16.32,Good
Warehouse Ring,Logistics,31.214,75.7808,72.77,3.93,Loam,23.8,2,12.42,0.74,Brick Masonry,Raft Foundation,Good,124.28,47.5,400,62.41,Unsafe
Warehouse Ring,Logistics,31.214,75.7808,84.45,3.95,Loam,21.1,1,5.88,1.04,RCC,Pile Foundation,Good,150.34,73.01,447,31.54,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,13.62,2.97,Loam,4.5,1,5.66,2.98,RCC,Raft Foundation,Good,163.12,69.4,331,19.38,Good
Warehouse Ring,Logistics,31.214,75.7808,21.01,2.59,Loam,5.7,1,6.23,2.37,RCC,Raft Foundation,Good,194.74,80.7,354,10.65,Good
Warehouse Ring,Logistics,31.214,75.7808,65.0,4.59,Loam,26.1,3,15.18,0.82,Brick Masonry,Strip Footing,Poor,85.91,46.8,783,73.0,Unsafe
Warehouse Ring,Logistics,31.214,75.7808,66.65,3.29,Loam,11.3,1,9.7,0.97,RCC,Strip Footing,Good,147.45,49.81,685,41.17,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,0.0,2.39,Loam,0.0,1,7.53,2.24,RCC,Raft Foundation,Good,158.24,83.99,492,4.5,Good
Warehouse Ring,Logistics,31.214,75.7808,0.0,3.48,Loam,11.2,1,8.34,1.22,RCC,Raft Foundation,Moderate,141.33,67.81,563,18.69,Good
Warehouse Ring,Logistics,31.214,75.7808,37.37,4.52,Loam,24.0,1,15.42,1.13,RCC,Isolated Footing,Moderate,139.63,66.39,420,35.72,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,7.87,3.21,Loam,13.0,1,12.29,1.93,RCC,Strip Footing,Poor,149.2,57.31,654,37.48,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,20.59,3.65,Loam,6.2,4,4.71,1.49,RCC,Pile Foundation,Good,165.43,29.95,357,39.09,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,0.0,3.86,Loam,11.9,3,16.02,1.11,RCC,Isolated Footing,Moderate,155.16,77.57,482,43.94,Major Repair
Warehouse Ring,Logistics,31.214,75.7808,21.03,2.79,Loam,16.8,1,13.92,1.58,RCC,Raft Foundation,Good,134.86,48.22,529,35.98,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,54.97,4.08,Loam,19.5,2,12.34,1.01,RCC,Isolated Footing,Moderate,146.53,79.54,335,44.54,Major Repair
Warehouse Ring,Logistics,31.214,75.7808,14.06,4.08,Loam,13.9,1,6.44,1.23,RCC,Isolated Footing,Poor,159.13,66.17,686,41.32,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,32.42,4.56,Loam,3.1,2,12.6,0.61,RCC,Strip Footing,Poor,124.97,81.95,412,47.44,Major Repair
Warehouse Ring,Logistics,31.214,75.7808,10.59,2.83,Loam,9.3,2,5.47,2.72,RCC,Raft Foundation,Good,202.8,77.14,344,9.01,Good
Warehouse Ring,Logistics,31.214,75.7808,152.03,4.6,Loam,25.6,3,13.9,0.99,Brick Masonry,Isolated Footing,Poor,80.0,59.28,738,64.63,Unsafe
Warehouse Ring,Logistics,31.214,75.7808,41.16,3.89,Loam,21.9,4,10.31,2.13,RCC,Pile Foundation,Good,214.9,83.87,740,23.59,Good
Warehouse Ring,Logistics,31.214,75.7808,70.98,3.84,Loam,5.1,2,9.14,1.53,Brick Masonry,Pile Foundation,Good,141.14,53.93,506,36.2,Minor Repair
Warehouse Ring,Logistics,31.214,75.7808,0.0,3.4,Loam,16.2,1,12.35,1.75,Brick Masonry,Pile Foundation,Moderate,127.96,42.77,469,49.75,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,55.64,3.69,Loam,21.8,10,35.8,3.33,Steel,Pile Foundation,Moderate,186.41,77.99,3290,41.4,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,51.34,2.76,Loam,26.5,8,41.16,2.86,Brick Masonry,Pile Foundation,Moderate,169.5,71.76,2685,53.98,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,82.47,2.71,Loam,24.6,9,39.53,3.22,RCC,Isolated Footing,Moderate,226.39,87.58,1495,37.22,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,28.8,2.7,Loam,16.3,7,43.05,3.21,RCC,Strip Footing,Moderate,207.75,77.29,2930,50.36,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,37.76,3.47,Loam,8.3,9,32.4,2.81,Steel,Raft Foundation,Moderate,214.6,78.6,3387,38.03,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,28.84,2.97,Loam,9.4,9,42.41,3.01,Brick Masonry,Raft Foundation,Good,218.01,84.73,3761,41.22,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,108.12,2.56,Loam,29.6,9,43.85,3.08,RCC,Raft Foundation,Moderate,238.57,75.44,2842,54.53,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,27.5,3.82,Loam,24.8,9,42.37,2.65,RCC,Strip Footing,Good,205.96,74.6,3502,45.61,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,39.43,3.27,Loam,17.9,10,36.33,2.88,RCC,Raft Foundation,Moderate,237.58,98.69,3044,41.65,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,91.02,3.78,Loam,40.3,13,44.0,2.28,Brick Masonry,Strip Footing,Poor,161.72,55.66,5503,79.3,Unsafe
LPU Uni Mall,Commercial,31.2565,75.7081,0.91,3.17,Loam,18.3,9,35.61,2.87,Brick Masonry,Isolated Footing,Poor,192.45,75.36,1820,56.41,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,84.58,3.23,Loam,25.5,8,38.7,3.55,Steel,Raft Foundation,Good,176.82,69.72,3536,45.58,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,82.7,2.74,Loam,10.4,7,39.64,3.21,RCC,Isolated Footing,Poor,214.59,88.55,2460,39.62,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,0.0,1.91,Loam,13.4,5,31.82,3.59,RCC,Raft Foundation,Good,246.25,97.31,2018,12.19,Good
LPU Uni Mall,Commercial,31.2565,75.7081,0.0,1.86,Loam,8.3,8,30.02,4.06,RCC,Raft Foundation,Good,232.96,100.0,2520,24.91,Good
LPU Uni Mall,Commercial,31.2565,75.7081,24.78,3.02,Loam,15.6,11,37.85,2.74,RCC,Pile Foundation,Moderate,210.19,82.24,2605,47.4,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,25.0,2.94,Loam,23.7,9,40.04,2.47,RCC,Pile Foundation,Poor,196.75,76.84,2718,45.61,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,45.62,3.02,Loam,20.0,7,38.02,2.51,RCC,Isolated Footing,Moderate,169.52,76.09,3367,45.64,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,38.33,4.06,Loam,23.2,9,45.05,2.44,RCC,Strip Footing,Moderate,212.76,68.99,2962,50.06,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,0.0,2.05,Loam,12.7,8,40.52,4.41,Steel,Pile Foundation,Good,249.03,100.0,1937,26.97,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,14.72,2.73,Loam,11.4,8,45.57,2.8,Steel,Isolated Footing,Moderate,227.22,79.93,3184,33.78,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,0.0,1.94,Loam,17.0,6,31.54,3.88,RCC,Raft Foundation,Good,233.47,77.62,2126,32.32,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,16.52,2.83,Loam,17.5,8,42.9,3.5,RCC,Raft Foundation,Moderate,250.68,65.88,3529,39.77,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,128.28,5.16,Loam,31.1,12,38.42,2.33,Brick Masonry,Isolated Footing,Poor,176.06,40.3,4606,80.39,Unsafe
LPU Uni Mall,Commercial,31.2565,75.7081,9.77,2.29,Loam,5.1,5,38.77,3.66,Steel,Raft Foundation,Good,205.45,100.0,1896,25.74,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,37.98,3.83,Loam,23.5,8,41.72,3.22,RCC,Isolated Footing,Moderate,193.78,52.83,2670,60.3,Unsafe
LPU Uni Mall,Commercial,31.2565,75.7081,0.0,2.34,Loam,16.2,9,44.34,2.72,RCC,Isolated Footing,Good,201.02,78.86,2749,32.98,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,90.61,2.66,Loam,20.9,8,42.4,2.87,Steel,Pile Foundation,Good,183.92,72.09,3465,36.99,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,47.79,2.2,Loam,0.1,9,39.83,3.76,RCC,Raft Foundation,Good,215.57,75.62,2584,33.91,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,103.17,2.86,Loam,17.7,9,41.71,2.54,Brick Masonry,Isolated Footing,Poor,227.95,63.58,3445,63.32,Unsafe
LPU Uni Mall,Commercial,31.2565,75.7081,51.01,4.11,Loam,28.6,7,32.32,2.33,Brick Masonry,Pile Foundation,Good,198.42,57.25,3494,51.72,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,28.22,3.43,Loam,17.9,8,36.84,2.97,RCC,Strip Footing,Poor,236.76,77.16,2416,37.63,Minor Repair
LPU Uni Mall,Commercial,31.2565,75.7081,64.32,3.47,Loam,16.8,7,40.97,2.55,Brick Masonry,Pile Foundation,Good,230.32,80.96,3317,42.97,Major Repair
LPU Uni Mall,Commercial,31.2565,75.7081,65.0,4.32,Loam,31.2,8,45.94,2.55,Brick Masonry,Strip Footing,Poor,187.61,41.59,4149,81.78,Unsafe
LPU Uni Mall,Commercial,31.2565,75.7081,48.75,3.51,Loam,29.3,8,40.64,2.24,RCC,Pile Foundation,Good,210.31,70.29,2762,33.22,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,1.66,Loam,17.0,8,35.41,4.21,RCC,Raft Foundation,Good,219.7,96.57,1054,38.22,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,2.81,Loam,7.6,5,37.19,3.93,RCC,Raft Foundation,Good,226.31,100.0,1280,25.32,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,79.82,2.98,Loam,27.6,10,49.88,2.19,Brick Masonry,Strip Footing,Poor,150.47,48.68,2899,75.1,Unsafe
LPU Block 34,Academic,31.2541,75.7076,79.56,2.72,Loam,21.8,8,37.24,2.79,RCC,Isolated Footing,Moderate,218.42,82.21,2197,50.72,Major Repair
LPU Block 34,Academic,31.2541,75.7076,47.18,2.85,Loam,25.2,10,36.59,2.5,Brick Masonry,Raft Foundation,Poor,165.6,62.84,1917,62.79,Unsafe
LPU Block 34,Academic,31.2541,75.7076,0.0,2.66,Loam,21.1,7,42.97,3.39,RCC,Pile Foundation,Moderate,193.35,70.03,1319,30.32,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,2.77,Loam,25.8,10,41.34,2.87,RCC,Isolated Footing,Moderate,204.98,77.88,2124,51.34,Major Repair
LPU Block 34,Academic,31.2541,75.7076,13.94,2.37,Loam,24.7,9,44.91,3.05,Steel,Pile Foundation,Good,208.85,77.18,1458,44.05,Major Repair
LPU Block 34,Academic,31.2541,75.7076,52.14,3.52,Loam,25.2,10,47.67,2.05,RCC,Raft Foundation,Moderate,205.61,80.59,2176,49.6,Major Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,1.32,Loam,15.7,7,34.88,3.72,RCC,Raft Foundation,Good,260.0,73.55,1348,30.41,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,1.98,Loam,9.8,7,43.92,3.73,RCC,Isolated Footing,Poor,202.18,42.47,1480,55.13,Major Repair
LPU Block 34,Academic,31.2541,75.7076,47.55,2.29,Loam,20.9,10,40.98,2.61,RCC,Pile Foundation,Good,206.42,78.76,1632,37.96,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,36.22,1.9,Loam,22.1,11,46.7,2.75,RCC,Pile Foundation,Good,190.97,82.4,1743,40.74,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,22.36,2.74,Loam,20.6,10,45.91,2.94,Brick Masonry,Isolated Footing,Good,240.66,72.51,1929,53.59,Major Repair
LPU Block 34,Academic,31.2541,75.7076,78.56,2.98,Loam,32.0,9,38.9,2.61,Steel,Isolated Footing,Moderate,175.49,69.67,1724,42.37,Major Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,2.1,Loam,24.8,11,46.15,2.2,RCC,Raft Foundation,Good,205.82,74.47,1908,46.36,Major Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,1.28,Loam,13.3,9,43.3,4.52,Steel,Raft Foundation,Good,200.18,100.0,1697,43.86,Major Repair
LPU Block 34,Academic,31.2541,75.7076,29.26,2.98,Loam,29.2,9,36.04,2.57,RCC,Isolated Footing,Good,193.81,79.26,1827,45.69,Major Repair
LPU Block 34,Academic,31.2541,75.7076,25.83,1.9,Loam,11.1,10,39.36,2.63,Steel,Pile Foundation,Moderate,193.09,94.5,1663,39.65,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,2.11,Loam,15.8,11,50.79,2.79,RCC,Raft Foundation,Poor,215.31,90.03,1037,50.81,Major Repair
LPU Block 34,Academic,31.2541,75.7076,89.67,4.41,Loam,39.1,11,51.79,1.75,RCC,Strip Footing,Poor,156.33,58.35,2720,71.22,Unsafe
LPU Block 34,Academic,31.2541,75.7076,0.0,2.1,Loam,14.1,8,47.02,3.72,RCC,Raft Foundation,Poor,192.75,86.4,1666,41.29,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,16.23,2.26,Loam,30.3,8,36.04,2.81,Steel,Raft Foundation,Poor,246.24,80.79,1743,47.57,Major Repair
LPU Block 34,Academic,31.2541,75.7076,60.99,2.91,Loam,28.9,8,42.75,2.09,RCC,Isolated Footing,Good,194.63,72.59,1534,48.52,Major Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,1.92,Loam,20.8,10,39.72,3.2,RCC,Isolated Footing,Moderate,221.75,75.07,1526,48.77,Major Repair
LPU Block 34,Academic,31.2541,75.7076,77.49,3.94,Loam,38.9,10,49.99,1.58,RCC,Isolated Footing,Poor,204.36,66.5,2440,63.93,Unsafe
LPU Block 34,Academic,31.2541,75.7076,21.85,2.94,Loam,13.2,9,40.31,2.97,RCC,Isolated Footing,Good,198.54,84.51,1977,26.84,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,128.06,3.39,Loam,30.2,8,38.53,2.27,RCC,Strip Footing,Moderate,199.11,75.77,2068,49.57,Major Repair
LPU Block 34,Academic,31.2541,75.7076,53.23,2.65,Loam,25.1,8,34.27,2.51,Steel,Raft Foundation,Moderate,172.68,56.98,2482,49.59,Major Repair
LPU Block 34,Academic,31.2541,75.7076,59.26,3.13,Loam,28.1,7,41.57,2.47,Brick Masonry,Isolated Footing,Moderate,197.19,71.62,1858,51.74,Major Repair
LPU Block 34,Academic,31.2541,75.7076,60.51,2.9,Loam,31.6,9,46.68,2.66,Steel,Raft Foundation,Moderate,205.94,60.32,1826,46.63,Major Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,2.33,Loam,15.2,8,39.24,3.63,Steel,Raft Foundation,Good,247.72,71.85,1076,32.22,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,0.0,1.47,Loam,10.8,9,47.33,4.29,RCC,Raft Foundation,Good,241.38,97.97,1278,31.37,Minor Repair
LPU Block 34,Academic,31.2541,75.7076,71.14,3.74,Loam,38.8,10,48.6,2.32,RCC,Strip Footing,Poor,133.19,40.34,2593,85.03,Unsafe
LPU Block 34,Academic,31.2541,75.7076,0.0,1.23,Loam,18.0,5,32.79,4.55,RCC,Pile Foundation,Good,192.42,100.0,1584,32.19,Minor Repair
